Annee;Groupe_TP;Id_paquerette;Milieu;Code_site;Prop_veg_500;Date_ech;Date_dissection;Nb_inflo;Nb_feuilles;H_tige;D_capitule;D_disque;Antho_sup;Antho_inf;Nb_ligu;Nb_tubu;Abondance;Agregation
2023;A21;URB8-1677-A;Urbain;URB8;20.18;05/03/2023;09/03/2023;6;43;52;25;7;2;2;42;154;1;A
2023;A21;URB8-3697-A;Urbain;URB8;20.18;05/03/2023;09/03/2023;7;48;105;27;8;2;3;56;136;5;D
2023;A32;URB8-5809-A;Urbain;URB8;20.18;06/03/2023;07/03/2023;4;41;52;21;8;1;2;48;120;1;C
2023;B12;URB9-0274-A;Urbain;URB9;24;05/03/2023;08/03/2023;3;42;100;23;6;2;2;40;124;1;B
2023;B11;URB9-0974-A;Urbain;URB9;24;07/03/2023;08/03/2023;2;39;80;20;7;2;3;46;122;1;A
2023;B12;URB9-2243A;Urbain;URB9;24;07/03/2023;08/03/2023;1;16;60;22;5;2;2;54;162;1;A
2023;B22;URB9-2354-A;Urbain;URB9;24;07/03/2023;08/03/2023;3;30;95;28;11;2;3;46;144;1;A
2023;B21;URB9-2569-B;Urbain;URB9;24;07/03/2023;08/03/2023;1;14;90;25;8;2;2;50;124;1;A
2023;B12;URB9-2655-A;Urbain;URB9;24;05/03/2023;08/03/2023;7;30;80;22;8;1;1;42;156;1;NA
2023;B22;URB9-3377-A;Urbain;URB9;24;07/03/2023;08/03/2023;4;45;41;27;10;4;4;50;128;3;A
2023;A11;URB9-6045-A;Urbain;URB9;24;09/03/2023;09/03/2023;6;44;90;25;7;1;1;62;190;2;D
2023;A21;URB9-0130-B;Urbain;URB9;24;08/03/2023;09/03/2023;5;37;80;20;7;2;3;64;176;2;E
2023;A21;URB9-4445-A;Urbain;URB9;24;08/03/2023;09/03/2023;2;13;120;30;10;2;2;52;160;2;E
2023;A12;URB9-9535-A;Urbain;URB9;24;09/03/2023;09/03/2023;3;24;29;22;8;2;3;48;102;1;B
